source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,parallax_over_error,num_selected_g_fov,G_abs
5543014393412167552,126.22730030589464,-35.44079070394954,3.6691174614611066,0.59225863,19.851423,1.5204811,6.195127,35,12.674231339974455
4264849993205449472,289.6035704661738,1.782331088922667,3.4770647521464273,0.60324615,19.612095,1.5280323,5.7639236,36,12.318158771505473
6030040625101931520,255.32560694403006,-29.221588289299152,1.1135992600323297,0.11794801,17.430775,1.1782303,9.441442,81,7.664419357147324
6030125360547937536,255.00647779066364,-28.56427068862109,2.052666356392484,0.21382532,18.219847,0.9737625,9.599735,70,9.781438546468966
6030045267957435776,255.25653936998094,-29.079391703952954,1.405778943369195,0.17894219,18.388746,1.1901779,7.856051,79,9.128331431079829
6030088664388387968,255.6848107554772,-28.585738058481788,3.7898902400028205,0.42661074,17.613352,1.6790714,8.883719,67,10.506484984073065
5901164603764476160,222.71078575159342,-51.36806059724044,2.5637482323662435,0.5120933,19.661297,2.1870766,5.0064087,52,11.705673714194665
5818074510062680832,251.15672271246612,-62.24841953213258,1.1665758220705937,0.23296162,18.903048,1.8804588,5.007588,77,9.237612417614647
5901173331156737920,222.9505943171381,-51.18743858333857,2.1449694420299044,0.3811918,17.78465,1.9277191,5.627009,52,9.44175634989592
4128705852111037952,254.44449625763576,-20.308474958967377,5.119489483919932,0.7532636,19.009464,1.1212311,6.796412,42,12.55559754011273
5901182883148865152,222.67017228152395,-51.18908341512285,1.406244861263691,0.057901148,16.115757,0.9256172,24.286993,51,6.856061730766488
5901200475337820288,222.0042883346019,-51.377787625516056,7.222546032998099,0.52790326,17.612955,1.5197067,13.681571,40,11.906406685918823
5901454462518766336,225.50553815954348,-50.457013073075764,1.3282932973123533,0.23067708,18.025995,1.3283463,5.758237,48,8.642465160325408
4128933893382808576,255.50170665036543,-19.145342647050903,3.78028667179821,0.7182979,19.856264,1.4675941,5.26284,28,12.743887789834972
5251901956762424320,159.2806251889601,-64.13670117201843,2.682752158495877,0.48107237,19.927063,1.6555634,5.576608,35,12.069965753114356
5901043039011200128,224.28907822944046,-51.14433835260783,2.206713924417111,0.38477248,19.110723,1.6500854,5.735114,42,10.829453672619417
6027795220489404288,252.39486402017894,-31.785108109446842,7.276435159412502,1.4346687,20.37691,1.6647034,5.0718575,29,14.686502574404036
5251911779358804224,159.38661440476994,-63.84693160491701,1.103238974554415,0.21662202,18.812403,1.4645863,5.0929217,43,9.025750704868203
6027733476083801856,253.68708957403442,-31.25833821939961,2.2916971117452363,0.42804816,19.259062,1.3866138,5.35383,42,11.059847900358871
5251793070780584064,158.0912861026469,-64.3037460898759,1.8253124873358235,0.2798673,17.562292,1.1582489,6.522064,36,8.8689782235321
5835791795636339200,240.12834083520153,-57.14082299201708,2.914173383557932,0.43712586,17.98243,1.6810207,6.666669,52,10.305006440744867
5835815439491195264,240.16755204252374,-56.805787397206224,2.16126040445588,0.29671967,17.471725,0.9454155,7.283846,26,9.145260948919416
1836904912043740544,302.29016151055515,28.547780294725996,2.7531889282544055,0.46176934,17.185421,1.8874693,5.9622602,29,9.384601062000621
